"id","title","image","schoolId","scholarship","scholarshipInformation","duration","price","currency","acceptanceFee","acceptanceFeeCurrency","objectives","courseWebsiteUrl","programLevel","loanInformation","ratings","createdAt"
"0zsFXaHbtk","B.Sc. Biotechnology","https://images.pexels.com/photos/4031692/pexels-photo-4031692.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",2994750,"NGN",100000,"NGN","This undergraduate programme in Biotechnology is designed to give students a solid grounding in the core theories, principles, and practical skills that define the field. The curriculum combines rigorous scientific training with clinical or laboratory exposure relevant to the field. The programme builds practical competence and an evidence-based approach to patient and community care. On completion, graduates are well positioned for entry-level careers in clinical practice, public health, research, and the wider health sector, or to pursue further postgraduate study. The programme places strong emphasis on both theoretical depth and practical relevance to real-world contexts in Nigeria and beyond.","https://www.legit.ng/education/1677257-baze-university-undergraduate-courses-admission-requirements-how-apply/","Undergraduate","No loan currently available",0,"2026-07-12T20:44:11.181Z"
"x5B3gq7n3K","B.Sc. Financial Mathematics","https://images.pexels.com/photos/4342498/pexels-photo-4342498.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",2994750,"NGN",100000,"NGN","The Financial Mathematics degree programme offers students a comprehensive introduction to the key concepts, methods, and real-world applications that shape the discipline. The curriculum covers core business functions including accounting, strategy, human resource management, and entrepreneurship. The programme builds practical skills in problem-solving, communication, and strategic thinking for the modern workplace. Graduates leave equipped for careers in management, finance, consulting, entrepreneurship, and the wider corporate sector, with a solid foundation for further academic or professional advancement. Emphasis is placed on building competence that meets the expectations of employers and professional bodies in the field.","https://www.legit.ng/education/1677257-baze-university-undergraduate-courses-admission-requirements-how-apply/","Undergraduate","No loan currently available",0,"2026-07-12T20:44:11.696Z"
"PRZX_e7tKk","B.Sc. Microbiology","https://images.pexels.com/photos/9574561/pexels-photo-9574561.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",3327500,"NGN",100000,"NGN","This programme provides a thorough foundation in Microbiology, combining classroom instruction with practical exposure to prepare students for the demands of the field. Coursework covers core scientific principles alongside supervised practical and clinical experience. The programme builds practical competence and an evidence-based approach to patient and community care. Graduates leave equipped for careers in clinical practice, public health, research, and the wider health sector, with a solid foundation for further academic or professional advancement. Throughout the programme, students benefit from a mix of structured coursework, practical exposure, and guided mentorship.","https://www.legit.ng/education/1677257-baze-university-undergraduate-courses-admission-requirements-how-apply/","Undergraduate","No loan currently available",0,"2026-07-12T20:44:14.453Z"
"hgKDFv74dE","B.Sc. Petroleum Chemistry","https://images.pexels.com/photos/3216911/pexels-photo-3216911.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",3327500,"NGN",100000,"NGN","This undergraduate programme in Petroleum Chemistry is designed to give students a solid grounding in the core theories, principles, and practical skills that define the field. The curriculum builds a strong grounding in mathematics, applied sciences, and engineering design principles. The programme builds hands-on technical skills alongside the analytical rigour needed for engineering practice. Graduates leave equipped for careers in engineering practice, industry, consulting, and technical project management, with a solid foundation for further academic or professional advancement. Throughout the programme, students benefit from a mix of structured coursework, practical exposure, and guided mentorship.","https://www.legit.ng/education/1677257-baze-university-undergraduate-courses-admission-requirements-how-apply/","Undergraduate","No loan currently available",0,"2026-07-12T20:44:16.914Z"
"reIb3dZ9SH","B.Sc. Physics with Computing","https://images.pexels.com/photos/546819/pexels-photo-546819.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",3327500,"NGN",100000,"NGN","This programme provides a thorough foundation in Physics with Computing, combining classroom instruction with practical exposure to prepare students for the demands of the field. Coursework spans programming languages, systems analysis, databases, and the practical tools used in modern technology environments. Graduates develop strong problem-solving and technical skills that are in high demand across industries. Graduates leave equipped for careers in software development, IT consulting, systems administration, and technology-driven organisations, with a solid foundation for further academic or professional advancement. Emphasis is placed on building competence that meets the expectations of employers and professional bodies in the field.","https://www.legit.ng/education/1677257-baze-university-undergraduate-courses-admission-requirements-how-apply/","Undergraduate","No loan currently available",0,"2026-07-12T20:44:18.674Z"
"ZTFW_cvgZU","B.Sc. Human Anatomy","https://images.pexels.com/photos/5428151/pexels-photo-5428151.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",3327500,"NGN",100000,"NGN","This programme provides a thorough foundation in Human Anatomy, combining classroom instruction with practical exposure to prepare students for the demands of the field. Students engage with the biological and clinical sciences that underpin safe, effective practice in the health field. Graduates develop the clinical judgement, technical competence, and professionalism expected of practitioners in the field. Graduates leave equipped for careers in clinical practice, public health, research, and the wider health sector, with a solid foundation for further academic or professional advancement.","https://www.legit.ng/education/1677257-baze-university-undergraduate-courses-admission-requirements-how-apply/","Undergraduate","No loan currently available",0,"2026-07-12T20:44:19.353Z"
"uv5oCldnzj","B.Sc. Human Physiology","https://images.pexels.com/photos/6129867/pexels-photo-6129867.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",3327500,"NGN",100000,"NGN","This undergraduate programme in Human Physiology is designed to give students a solid grounding in the core theories, principles, and practical skills that define the field. Students engage with the biological and clinical sciences that underpin safe, effective practice in the health field. The programme builds practical competence and an evidence-based approach to patient and community care. Graduates leave equipped for careers in clinical practice, public health, research, and the wider health sector, with a solid foundation for further academic or professional advancement.","https://www.legit.ng/education/1677257-baze-university-undergraduate-courses-admission-requirements-how-apply/","Undergraduate","No loan currently available",0,"2026-07-12T20:44:19.828Z"
"ak_bbDCRCA","B.Sc. Public Health","https://images.pexels.com/photos/8442094/pexels-photo-8442094.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","4 years",3327500,"NGN",100000,"NGN","This programme provides a thorough foundation in Public Health, combining classroom instruction with practical exposure to prepare students for the demands of the field. Coursework covers core scientific principles alongside supervised practical and clinical experience. The programme builds practical competence and an evidence-based approach to patient and community care. Graduates leave equipped for careers in clinical practice, public health, research, and the wider health sector, with a solid foundation for further academic or professional advancement.","https://www.legit.ng/education/1677257-baze-university-undergraduate-courses-admission-requirements-how-apply/","Undergraduate","No loan currently available",0,"2026-07-12T20:44:20.414Z"
"FfyYlnjYLp","B.Sc. Radiography & Radiation Science","https://images.pexels.com/photos/7088524/pexels-photo-7088524.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","5 years",3327500,"NGN",100000,"NGN","The Radiography & Radiation Science degree programme offers students a comprehensive introduction to the key concepts, methods, and real-world applications that shape the discipline. The curriculum combines rigorous scientific training with clinical or laboratory exposure relevant to the field. Graduates develop the clinical judgement, technical competence, and professionalism expected of practitioners in the field. On completion, graduates are well positioned for entry-level careers in clinical practice, public health, research, and the wider health sector, or to pursue further postgraduate study.","https://www.legit.ng/education/1677257-baze-university-undergraduate-courses-admission-requirements-how-apply/","Undergraduate","No loan currently available",0,"2026-07-12T20:44:20.872Z"
"eS7GLVM4-x","Medical Laboratory Science (BMLS)","https://images.pexels.com/photos/6627693/pexels-photo-6627693.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","5 years",3327500,"NGN",100000,"NGN","The Medical Laboratory Science degree programme offers students a comprehensive introduction to the key concepts, methods, and real-world applications that shape the discipline. Coursework covers core scientific principles alongside supervised practical and clinical experience. The programme builds practical competence and an evidence-based approach to patient and community care. Graduates leave equipped for careers in clinical practice, public health, research, and the wider health sector, with a solid foundation for further academic or professional advancement. Throughout the programme, students benefit from a mix of structured coursework, practical exposure, and guided mentorship.","https://www.legit.ng/education/1677257-baze-university-undergraduate-courses-admission-requirements-how-apply/","Undergraduate","No loan currently available",0,"2026-07-12T20:44:21.452Z"
"DHz2EV-koZ","Medicine & Surgery (MBBS)","https://images.pexels.com/photos/5452209/pexels-photo-5452209.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","6 years",3327500,"NGN",100000,"NGN","The Medicine & Surgery degree programme offers students a comprehensive introduction to the key concepts, methods, and real-world applications that shape the discipline. Coursework covers core scientific principles alongside supervised practical and clinical experience. Graduates develop the clinical judgement, technical competence, and professionalism expected of practitioners in the field. Graduates leave equipped for careers in clinical practice, public health, research, and the wider health sector, with a solid foundation for further academic or professional advancement. Throughout the programme, students benefit from a mix of structured coursework, practical exposure, and guided mentorship.","https://www.legit.ng/education/1677257-baze-university-undergraduate-courses-admission-requirements-how-apply/","Undergraduate","No loan currently available",0,"2026-07-12T20:44:21.985Z"
"jtp0E8aego","Ph.D. Psychology","https://images.pexels.com/photos/5336965/pexels-photo-5336965.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","3 years",6142500,"NGN",100000,"NGN","This research degree in Psychology prepares candidates to design, execute, and defend original research that advances understanding in the field. The curriculum examines how societies, institutions, and individuals interact, drawing on theory and real-world case studies. Graduates develop strong analytical and research skills that are transferable across many careers. On completion, graduates are equipped to lead research and take up senior academic or specialist positions in public service, research, policy analysis, NGOs, and the corporate sector. Emphasis is placed on building competence that meets the expectations of employers and professional bodies in the field.","https://bazeuniversity.edu.ng/static/media/baze_architecture_handbook.35c88026.pdf","Postgraduate","No loan currently available",0,"2026-07-12T20:44:42.175Z"
"DsTyl1h3ON","M.Sc. Accounting","https://images.pexels.com/photos/4342498/pexels-photo-4342498.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","2 years",3453450,"NGN",100000,"NGN","The Accounting programme is designed for graduates who wish to deepen their expertise and engage critically with advanced theories and practices in the discipline. Coursework spans areas such as management principles, finance, marketing, and organisational behaviour, giving students a rounded view of how modern businesses operate. Graduates develop strong analytical, decision-making, and leadership skills valued across the private and public sectors. On completion, graduates are equipped for advanced roles in management, finance, consulting, entrepreneurship, and the wider corporate sector, or to proceed to doctoral research. Emphasis is placed on building competence that meets the expectations of employers and professional bodies in the field.","https://web.facebook.com/BazeUniversity/posts/have-you-enrolled-for-our-msc-and-mba-programmes-if-not-what-are-you-waiting-for/1150129955124537/?_rdc=1&_rdr#","Postgraduate","No loan currently available",0,"2026-07-12T20:44:22.546Z"
"tfLeRMV_z7","M.Sc. Animal and Environmental Science","https://images.pexels.com/photos/3808769/pexels-photo-3808769.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","2 years",3453450,"NGN",100000,"NGN","This postgraduate programme in Animal and Environmental Science offers advanced study of the field's key theories and methods, with an emphasis on independent and analytical thinking. The curriculum combines scientific principles with practical, field-based training relevant to the discipline. The programme builds technical competence and problem-solving skills relevant to sustainable practice. On completion, graduates are equipped for advanced roles in agribusiness, environmental management, research, and rural development, or to proceed to doctoral research. Throughout the programme, students benefit from a mix of structured coursework, practical exposure, and guided mentorship.","https://web.facebook.com/BazeUniversity/posts/have-you-enrolled-for-our-msc-and-mba-programmes-if-not-what-are-you-waiting-for/1150129955124537/?_rdc=1&_rdr#","Postgraduate","No loan currently available",0,"2026-07-12T20:44:23.094Z"
"7VFbdJYJJ2","M.Sc. Chemistry","https://images.pexels.com/photos/8544960/pexels-photo-8544960.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","2 years",3453450,"NGN",100000,"NGN","Structured for holders of a relevant first degree, this Chemistry programme develops advanced competence and specialised insight into the discipline. The curriculum builds a strong grounding in mathematics, applied sciences, and engineering design principles. The programme builds hands-on technical skills alongside the analytical rigour needed for engineering practice. Graduates emerge with the specialised expertise needed for senior roles in engineering practice, industry, consulting, and technical project management, or further research study. Emphasis is placed on building competence that meets the expectations of employers and professional bodies in the field.","https://web.facebook.com/BazeUniversity/posts/have-you-enrolled-for-our-msc-and-mba-programmes-if-not-what-are-you-waiting-for/1150129955124537/?_rdc=1&_rdr#","Postgraduate","No loan currently available",0,"2026-07-12T20:44:23.636Z"
"oKxATew1vC","M.Sc. Computer Science","https://images.pexels.com/photos/546819/pexels-photo-546819.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","2 years",3453450,"NGN",100000,"NGN","The Computer Science programme is designed for graduates who wish to deepen their expertise and engage critically with advanced theories and practices in the discipline. The curriculum covers programming, systems design, data structures, and the digital technologies that underpin modern computing. Graduates develop strong problem-solving and technical skills that are in high demand across industries. Graduates emerge with the specialised expertise needed for senior roles in software development, IT consulting, systems administration, and technology-driven organisations, or further research study. Emphasis is placed on building competence that meets the expectations of employers and professional bodies in the field.","https://web.facebook.com/BazeUniversity/posts/have-you-enrolled-for-our-msc-and-mba-programmes-if-not-what-are-you-waiting-for/1150129955124537/?_rdc=1&_rdr#","Postgraduate","No loan currently available",0,"2026-07-12T20:44:24.170Z"
"tr9E_1dAnk","M.Sc. Economics","https://images.pexels.com/photos/7877023/pexels-photo-7877023.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","2 years",3453450,"NGN",100000,"NGN","Structured for holders of a relevant first degree, this Economics programme develops advanced competence and specialised insight into the discipline. Students engage with research methods, social theory, and the institutions and structures that shape human behaviour and society. Graduates develop strong analytical and research skills that are transferable across many careers. Graduates emerge with the specialised expertise needed for senior roles in public service, research, policy analysis, NGOs, and the corporate sector, or further research study. The programme places strong emphasis on both theoretical depth and practical relevance to real-world contexts in Nigeria and beyond.","https://web.facebook.com/BazeUniversity/posts/have-you-enrolled-for-our-msc-and-mba-programmes-if-not-what-are-you-waiting-for/1150129955124537/?_rdc=1&_rdr#","Postgraduate","No loan currently available",0,"2026-07-12T20:44:25.020Z"
"YaPuj6s8HE","M.Sc. International Relations and Diplomacy","https://images.pexels.com/photos/29303947/pexels-photo-29303947.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","2 years",3453450,"NGN",100000,"NGN","This master's programme in International Relations and Diplomacy builds on undergraduate training to deliver advanced, specialised knowledge and research skills in the field. Coursework covers key theoretical frameworks alongside practical research skills used to study social, political, and economic issues. Graduates develop strong analytical and research skills that are transferable across many careers. On completion, graduates are equipped for advanced roles in public service, research, policy analysis, NGOs, and the corporate sector, or to proceed to doctoral research.","https://web.facebook.com/BazeUniversity/posts/have-you-enrolled-for-our-msc-and-mba-programmes-if-not-what-are-you-waiting-for/1150129955124537/?_rdc=1&_rdr#","Postgraduate","No loan currently available",0,"2026-07-12T20:44:25.570Z"
"SlhD_633ml","M.Sc. Management (MMAN)","https://images.pexels.com/photos/4342498/pexels-photo-4342498.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","2 years",3453450,"NGN",100000,"NGN","This master's programme in Management builds on undergraduate training to deliver advanced, specialised knowledge and research skills in the field. The curriculum covers core business functions including accounting, strategy, human resource management, and entrepreneurship. The programme builds practical skills in problem-solving, communication, and strategic thinking for the modern workplace. On completion, graduates are equipped for advanced roles in management, finance, consulting, entrepreneurship, and the wider corporate sector, or to proceed to doctoral research. Emphasis is placed on building competence that meets the expectations of employers and professional bodies in the field.","https://web.facebook.com/BazeUniversity/posts/have-you-enrolled-for-our-msc-and-mba-programmes-if-not-what-are-you-waiting-for/1150129955124537/?_rdc=1&_rdr#","Postgraduate","No loan currently available",0,"2026-07-12T20:44:26.119Z"
"yW35URctmL","M.Sc. Mass Communication (MMAC)","https://images.pexels.com/photos/6950229/pexels-photo-6950229.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","2 years",3453450,"NGN",100000,"NGN","This postgraduate programme in Mass Communication offers advanced study of the field's key theories and methods, with an emphasis on independent and analytical thinking. The curriculum covers media theory, production skills, and the practical craft of communicating to different audiences. Graduates develop practical production skills alongside a critical understanding of media and its influence. Graduates emerge with the specialised expertise needed for senior roles in broadcasting, journalism, public relations, advertising, and digital media, or further research study. The programme places strong emphasis on both theoretical depth and practical relevance to real-world contexts in Nigeria and beyond.","https://web.facebook.com/BazeUniversity/posts/have-you-enrolled-for-our-msc-and-mba-programmes-if-not-what-are-you-waiting-for/1150129955124537/?_rdc=1&_rdr#","Postgraduate","No loan currently available",0,"2026-07-12T20:44:26.615Z"
"zV7_A4Rbst","M.Sc. Parasitology (MPAR)","https://images.pexels.com/photos/3873162/pexels-photo-3873162.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","2 years",3453450,"NGN",100000,"NGN","Structured for holders of a relevant first degree, this Parasitology programme develops advanced competence and specialised insight into the discipline. Coursework covers core scientific principles alongside supervised practical and clinical experience. The programme builds practical competence and an evidence-based approach to patient and community care. On completion, graduates are equipped for advanced roles in clinical practice, public health, research, and the wider health sector, or to proceed to doctoral research. Throughout the programme, students benefit from a mix of structured coursework, practical exposure, and guided mentorship.","https://web.facebook.com/BazeUniversity/posts/have-you-enrolled-for-our-msc-and-mba-programmes-if-not-what-are-you-waiting-for/1150129955124537/?_rdc=1&_rdr#","Postgraduate","No loan currently available",0,"2026-07-12T20:44:27.923Z"
"_3J_UOmPVB","M.Sc. Public Administration","https://images.pexels.com/photos/36984937/pexels-photo-36984937.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","2 years",3453450,"NGN",100000,"NGN","This postgraduate programme in Public Administration offers advanced study of the field's key theories and methods, with an emphasis on independent and analytical thinking. Coursework covers key theoretical frameworks alongside practical research skills used to study social, political, and economic issues. The programme builds critical thinking and communication skills useful in research, policy, and community-facing roles. On completion, graduates are equipped for advanced roles in public service, research, policy analysis, NGOs, and the corporate sector, or to proceed to doctoral research.","https://web.facebook.com/BazeUniversity/posts/have-you-enrolled-for-our-msc-and-mba-programmes-if-not-what-are-you-waiting-for/1150129955124537/?_rdc=1&_rdr#","Postgraduate","No loan currently available",0,"2026-07-12T20:44:28.542Z"
"zKOtKwthr_","M.Sc. Sociology (MSOC)","https://images.pexels.com/photos/11121326/pexels-photo-11121326.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","2 years",3453450,"NGN",100000,"NGN","Structured for holders of a relevant first degree, this Sociology programme develops advanced competence and specialised insight into the discipline. Coursework covers key theoretical frameworks alongside practical research skills used to study social, political, and economic issues. Graduates develop strong analytical and research skills that are transferable across many careers. Graduates emerge with the specialised expertise needed for senior roles in public service, research, policy analysis, NGOs, and the corporate sector, or further research study. Emphasis is placed on building competence that meets the expectations of employers and professional bodies in the field.","https://web.facebook.com/BazeUniversity/posts/have-you-enrolled-for-our-msc-and-mba-programmes-if-not-what-are-you-waiting-for/1150129955124537/?_rdc=1&_rdr#","Postgraduate","No loan currently available",0,"2026-07-12T20:44:29.094Z"
"z7_25gG5nw","M.Sc. Intelligence and Global Security","https://images.pexels.com/photos/3840441/pexels-photo-3840441.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","2 years",3453450,"NGN",100000,"NGN","Structured for holders of a relevant first degree, this Intelligence and Global Security programme develops advanced competence and specialised insight into the discipline. Students engage with research methods, social theory, and the institutions and structures that shape human behaviour and society. Graduates develop strong analytical and research skills that are transferable across many careers. Graduates emerge with the specialised expertise needed for senior roles in public service, research, policy analysis, NGOs, and the corporate sector, or further research study.","https://web.facebook.com/BazeUniversity/posts/have-you-enrolled-for-our-msc-and-mba-programmes-if-not-what-are-you-waiting-for/1150129955124537/?_rdc=1&_rdr#","Postgraduate","No loan currently available",0,"2026-07-12T20:44:29.662Z"
"VXwH_YPzY9","M.Sc. Security, Leadership, and Society","https://images.pexels.com/photos/36984937/pexels-photo-36984937.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","2 years",3453450,"NGN",100000,"NGN","This master's programme in Security, Leadership, and Society builds on undergraduate training to deliver advanced, specialised knowledge and research skills in the field. Students engage with topics such as business economics, corporate finance, marketing strategy, and operations management. The programme builds practical skills in problem-solving, communication, and strategic thinking for the modern workplace. Graduates emerge with the specialised expertise needed for senior roles in management, finance, consulting, entrepreneurship, and the wider corporate sector, or further research study.","https://web.facebook.com/BazeUniversity/posts/have-you-enrolled-for-our-msc-and-mba-programmes-if-not-what-are-you-waiting-for/1150129955124537/?_rdc=1&_rdr#","Postgraduate","No loan currently available",0,"2026-07-12T20:44:30.222Z"
"MB3SIHPc5O","Master of Business Administration (MBA)","https://images.pexels.com/photos/4342498/pexels-photo-4342498.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","2 years",3453450,"NGN",100000,"NGN","This postgraduate programme in Business Administration offers advanced study of the field's key theories and methods, with an emphasis on independent and analytical thinking. Coursework spans areas such as management principles, finance, marketing, and organisational behaviour, giving students a rounded view of how modern businesses operate. The programme builds practical skills in problem-solving, communication, and strategic thinking for the modern workplace. Graduates emerge with the specialised expertise needed for senior roles in management, finance, consulting, entrepreneurship, and the wider corporate sector, or further research study. Emphasis is placed on building competence that meets the expectations of employers and professional bodies in the field.","https://web.facebook.com/BazeUniversity/posts/have-you-enrolled-for-our-msc-and-mba-programmes-if-not-what-are-you-waiting-for/1150129955124537/?_rdc=1&_rdr#","Postgraduate","No loan currently available",0,"2026-07-12T20:44:30.745Z"
"t2I_uPh7Is","Master of Laws (LLM)","https://images.pexels.com/photos/5668882/pexels-photo-5668882.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","2 years",3453450,"NGN",100000,"NGN","This postgraduate programme in Laws offers advanced study of the field's key theories and methods, with an emphasis on independent and analytical thinking. Students engage with statutes, case law, and legal doctrine across the major branches of the discipline. Graduates develop strong analytical, advocacy, and legal reasoning skills valued across legal practice. On completion, graduates are equipped for advanced roles in legal practice, the judiciary, corporate legal departments, and public policy, or to proceed to doctoral research. Throughout the programme, students benefit from a mix of structured coursework, practical exposure, and guided mentorship.","https://web.facebook.com/BazeUniversity/posts/have-you-enrolled-for-our-msc-and-mba-programmes-if-not-what-are-you-waiting-for/1150129955124537/?_rdc=1&_rdr#","Postgraduate","No loan currently available",0,"2026-07-12T20:44:31.302Z"
"v6z0dl92xJ","Ph.D. International Relations and Diplomacy","https://images.pexels.com/photos/29303947/pexels-photo-29303947.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","3 years",6142500,"NGN",100000,"NGN","The Ph.D. programme in International Relations and Diplomacy is designed to develop advanced scholars capable of rigorous, independent research and academic leadership in the discipline. Coursework covers key theoretical frameworks alongside practical research skills used to study social, political, and economic issues. Graduates develop strong analytical and research skills that are transferable across many careers. Graduates are prepared for careers in academia, research leadership, and senior specialist roles in public service, research, policy analysis, NGOs, and the corporate sector.","https://sabinurse.com/baze-university-postgraduate-courses-and-fees-2026-2027/","Postgraduate","No loan currently available",0,"2026-07-12T20:44:31.869Z"
"qV2jRiu3Gw","Ph.D. Accounting","https://images.pexels.com/photos/4342498/pexels-photo-4342498.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","3 years",6142500,"NGN",100000,"NGN","This doctoral programme in Accounting trains candidates to conduct original, independent research that contributes new knowledge to the field. Coursework spans areas such as management principles, finance, marketing, and organisational behaviour, giving students a rounded view of how modern businesses operate. Graduates develop strong analytical, decision-making, and leadership skills valued across the private and public sectors. Graduates are prepared for careers in academia, research leadership, and senior specialist roles in management, finance, consulting, entrepreneurship, and the wider corporate sector. Emphasis is placed on building competence that meets the expectations of employers and professional bodies in the field.","https://sabinurse.com/baze-university-postgraduate-courses-and-fees-2026-2027/","Postgraduate","No loan currently available",0,"2026-07-12T20:44:32.271Z"
"IJQ719aDTD","Ph.D. Biology","https://images.pexels.com/photos/3873162/pexels-photo-3873162.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","3 years",6378750,"NGN",100000,"NGN","This doctoral programme in Biology trains candidates to conduct original, independent research that contributes new knowledge to the field. The curriculum combines rigorous scientific training with clinical or laboratory exposure relevant to the field. The programme builds practical competence and an evidence-based approach to patient and community care. Graduates are prepared for careers in academia, research leadership, and senior specialist roles in clinical practice, public health, research, and the wider health sector. Throughout the programme, students benefit from a mix of structured coursework, practical exposure, and guided mentorship.","https://sabinurse.com/baze-university-postgraduate-courses-and-fees-2026-2027/","Postgraduate","No loan currently available",0,"2026-07-12T20:44:32.824Z"
"WyYY0IeWIF","Ph.D. Management","https://images.pexels.com/photos/4342498/pexels-photo-4342498.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","3 years",6142500,"NGN",100000,"NGN","The Ph.D. programme in Management is designed to develop advanced scholars capable of rigorous, independent research and academic leadership in the discipline. The curriculum covers core business functions including accounting, strategy, human resource management, and entrepreneurship. The programme builds practical skills in problem-solving, communication, and strategic thinking for the modern workplace. Graduates are prepared for careers in academia, research leadership, and senior specialist roles in management, finance, consulting, entrepreneurship, and the wider corporate sector. Emphasis is placed on building competence that meets the expectations of employers and professional bodies in the field.","https://sabinurse.com/baze-university-postgraduate-courses-and-fees-2026-2027/","Postgraduate","No loan currently available",0,"2026-07-12T20:44:33.374Z"
"xGM1u4BJW0","Ph.D. Chemistry","https://images.pexels.com/photos/8544960/pexels-photo-8544960.jpeg?auto=compress&cs=tinysrgb&w=1600&h=900&fit=crop","ckN7iHJwnh","No Scholarship","No current information available on scholarship opportunities for this course.","3 years",6378750,"NGN",100000,"NGN","This doctoral programme in Chemistry trains candidates to conduct original, independent research that contributes new knowledge to the field. The curriculum builds a strong grounding in mathematics, applied sciences, and engineering design principles. The programme builds hands-on technical skills alongside the analytical rigour needed for engineering practice. On completion, graduates are equipped to lead research and take up senior academic or specialist positions in engineering practice, industry, consulting, and technical project management. Emphasis is placed on building competence that meets the expectations of employers and professional bodies in the field.","https://sabinurse.com/baze-university-postgraduate-courses-and-fees-2026-2027/","Postgraduate","No loan currently available",0,"2026-07-12T20:44:33.923Z"
